Шаг оригинал	Описание	Перевод шага	Перевод описания
Тогда переменная "%1 ИмяПеременной" имеет значение "%2 ЗначениеПеременной"	Проверяет значение переменной контекста	Khi đó biến "%1 TênBiến" có giá trị "%2 GiáTrịBiến"	Kiểm tra giá trị biến ngữ cảnh
Тогда появилось предупреждение, содержащее текст "%1 Текст"	Проверяет, что появилось окно предупреждения, содержащее нужный текст.	Khi đó xuất hiện cảnh báo mà có nội dung "%1 Nội dung"	Kiểm tra, đã xuất hiện cửa sổ cảnh báo mà có nội dung cần thiết.
"Тогда табличный документ ""%1 РеквизитТабличныйДокумент"" равен по шаблону:
	| Значение1 | Значение2 |
	| Значение3 | Значение4 |"	Проверяет равенство табличного документа переданной таблице Gherkin. В значениях допускатеся использование символов *. Чтобы получить mxl файл из TestClient, в тонком клиенте будет сделана попытка сохранить табличный документ в файл. В Web клиенте он всегда будет считываться по ячейкам. Детали в справке, в разделе, посвященному сравнению табличного документа с эталоном.	"Khi đó văn bản dạng bảng ""%1 MụcTinVănBảnDạngBảng"" bằng theo khuôn mẫu:
| GiáTrị1 | GiáTrị2 |
| GiáTrị3 | GiáTrị4 |"	Kiểm tra tính bình đẳng của văn bản dạng bảng với bảng Gherkin đã truyền. Trong các giá trị, cho phép sử dụng ký tự *. Để nhận tệp mxl từ TestClient, trong Client mỏng sẽ thử lưu văn bản dạng bảng vào tệp. Trên Web Client sẽ luôn đọc tệp theo các ô. Chi tiết trong trợ giúp, trong phần dành để so sánh văn bản dạng bảng với mẫu chuẩn.
"Тогда табличный документ ""%1 РеквизитТабличныйДокумент"" равен:
	| Значение1 | Значение2 |
	| Значение3 | Значение4 |"	Проверяет равенство табличного документа переданной таблице Gherkin. Чтобы получить mxl файл из TestClient, в тонком клиенте будет сделана попытка сохранить табличный документ в файл. В Web клиенте он всегда будет считываться по ячейкам. Детали в справке, в разделе, посвященному сравнению табличного документа с эталоном.	"Khi đó văn bản dạng bảng ""%1 MụcTinVănBảnDạngBảng"" bằng:
| GiáTrị1 | GiáTrị2 |
| GiáTrị3 | GiáTrị4 |"	Kiểm tra tính bình đẳng vùng của văn bản dạng bảng với bảng Gherkin đã truyền. Để nhận tệp mxl từ TestClient, trong Client mỏng sẽ thử lưu văn bản dạng bảng vào tệp. Trên Web Client sẽ luôn đọc tệp theo các ô. Chi tiết trong trợ giúp, trong phần dành để so sánh văn bản dạng bảng với mẫu chuẩn.
Тогда текст текущей ячейки таблицы "%1 Таблица" стал равен "%2 Значение поля"	Проверка значения текущей ячейки таблицы.	Khi đó nội dung của ô hiện tại trong bảng "%1 Bảng" đã bằng "%2 Giá trị trường"	Kiểm tra giá trị ô hiện tại của bảng.
Тогда элемент формы "%1 ИмяПоля" стал равен "%2 Значение поля"	Проверка значения элемента формы	Khi đó phần tử biểu mẫu "%1 TênTrường" đã bằng "%2 Giá trị trường"	Kiểm tra giá trị phần tử của biểu mẫu
Тогда элемент формы "%1 ИмяПоля" стал равен шаблону "%2 Шаблон"	Проверка значения элемента формы. В значении допускаются символы *	Khi đó phần tử biểu mẫu "%1 TênTrường" đã bằng khuôn mẫu "%2 Giá trị trường"	Kiểm tra giá trị phần tử của biểu mẫu. Trong giá trị, cho phép sử dụng ký tự *
Тогда элемент формы с именем "%1 ИмяПоля" стал равен "%2 Значение поля"	Проверка значения элемента формы	Khi đó phần tử biểu mẫu với tên gọi "%1 TênTrường" đã bằng "%2 Giá trị trường"	Kiểm tra giá trị phần tử của biểu mẫu
Тогда элемент формы с именем "%1 ИмяПоля" стал равен шаблону "%2 Шаблон"	Проверка значения элемента формы. В значении допускаются символы *	Khi đó phần tử biểu mẫu với tên gọi "%1 TênTrường" đã bằng khuôn mẫu "%2 Giá trị trường"	Kiểm tra giá trị phần tử của biểu mẫu. Trong giá trị, cho phép sử dụng ký tự *
Тогда я вызываю исключение "%1 Текст исключения"	Вызывает исключение с нужным текстом	Khi đó tôi gọi ra trường hợp ngoại lệ "%1 Nội dung ngoại lệ"	Gọi ra trường hợp ngoại lệ với nội dung cần thiết
Тогда я прерываю цикл	Устанавливает признак, что надо завершить выполнение цикла	Khi đó tôi ngắt chu trình	Thiết lập dấu hiệu, cần hoàn tất thực hiện chu trình
